"player","class","pos","team","x3_p_s","slasher","ball_dominant","playmaker","perim_defender","oreb","dreb","Dim.1","Dim.2","Dim.3","Dim.4"
"Brandon Williams","NBA","G","POR",0.229885057471264,0.835249042145594,0.89272030651341,0.685823754789272,0.130268199233716,0.701149425287356,0.260536398467433,1.2377920920942,-1.78188716808945,-0.999312359862813,-0.657749794087358
"Chris Chiozza","NBA","G","BRKGSW",0.701149425287356,0.218390804597701,0.318007662835249,0.904214559386973,0.509578544061303,0.452107279693487,0.0996168582375479,-0.929571406304925,-0.140385392556019,1.61592841765408,-0.705687990135406
"David Duke Jr.","NBA","G","BRK",0.0268199233716475,0.808429118773946,0.406130268199234,0.18007662835249,0.42911877394636,0.996168582375479,0.333333333333333,1.37389138456357,0.650363653517144,-1.78993654610919,-1.65058837332689
"Keifer Sykes","NBA","G","IND",0.452107279693487,0.291187739463602,0.39463601532567,0.513409961685824,0.0229885057471264,0.114942528735632,0.0383141762452107,-1.65755737757688,-1.43000209845717,0.0533271701528313,-1.29252983278503
"Miye Oni","NBA","G","UTA",0.957854406130268,0,0.00383141762452107,0.329501915708812,0.793103448275862,0.885057471264368,0.632183908045977,-1.42886308801618,2.9385493942519,0.423587862482288,0.460468575546918
"Langston Galloway","NBA","G","BRKMILPHO",0.796934865900383,0.203065134099617,0.32183908045977,0.203065134099617,0.157088122605364,0.386973180076628,0.283524904214559,-2.21611241789782,0.0527870563174589,-0.613259411516453,-0.391002054595727
"Max Christie","NBA","G","LAL",0.816091954022989,0.229885057471264,0.0114942528735632,0.130268199233716,0.513409961685824,0.114942528735632,0.78544061302682,-1.94398303132051,1.35276190804318,0.107237896185162,0.571418761255307
"Theo Pinson","NBA","G","DALNYK",0.831417624521073,0.0881226053639847,0.187739463601533,0.67816091954023,0.379310344827586,0.597701149425287,0.946360153256705,-0.941296820462625,1.36342103595867,0.3382383440892,1.44918131911087
"DaQuan Jeffries","NBA","G-F","HOUMEMSAC",0.425287356321839,0.134099616858238,0.0344827586206897,0.164750957854406,0.24904214559387,0.850574712643678,0.609195402298851,-0.959656890449263,1.86075594796597,-1.32216141886866,-0.51005606464047
"Isaac Bonga","NBA","G","TORWAS",0.35632183908046,0.325670498084291,0.0114942528735632,0.245210727969349,0.846743295019157,0.873563218390805,0.409961685823755,0.0472783693466527,2.40893694952882,-0.0262506020088759,-1.14499947816136
"Shaquille Harrison","NBA","G","BRKDENPORUTA",0.0114942528735632,0.946360153256705,0.164750957854406,0.624521072796935,0.988505747126437,0.386973180076628,0.869731800766284,2.43637100961025,1.04707631471335,0.765474622588692,-0.30808068580956
"Brodric Thomas","NBA","G","BOSCLEHOU",0.260536398467433,0.704980842911877,0.35632183908046,0.432950191570881,0.75095785440613,0.509578544061303,0.727969348659004,1.16673508642758,0.776242855172748,-0.0171439607061785,-0.0351716990961028
"Kevon Harris","NBA","G","ORL",0.291187739463602,0.850574712643678,0.14176245210728,0.0306513409961686,0.639846743295019,0.977011494252874,0.333333333333333,0.817024186428898,1.65799922385333,-1.42283307283027,-1.7539309308067
"Paul Watson","NBA","G","OKCTOR",0.969348659003831,0.0268199233716475,0.0766283524904215,0.245210727969349,0.337164750957854,0.153256704980843,0.904214559386973,-2.46183925262153,1.23622896340556,0.0648860539953586,1.32564534113894
"Jared Butler","NBA","G","OKCUTA",0.770114942528736,0.168582375478927,0.75095785440613,0.770114942528736,0.900383141762452,0.114942528735632,0.333333333333333,-0.820655269767978,-0.578367701343861,2.16725855705373,0.829656645622465
"Matthew Dellavedova","NBA","G","CLESAC",0.344827586206897,0.28735632183908,0.0613026819923372,0.969348659003831,0.145593869731801,0.268199233716475,0.0498084291187739,-0.818291119628212,-0.719253672960532,1.24468348332049,-1.76477709744248
"TyTy Washington Jr.","NBA","G","HOU",0.318007662835249,0.283524904214559,0.39463601532567,0.544061302681992,0.256704980842912,0,0.440613026819923,-0.902808036546147,-0.911566758407678,0.389896730148729,-0.308404175470093
"Johnny Davis","NBA","G","WAS",0.172413793103448,0.521072796934866,0.636015325670498,0.0766283524904215,0.0881226053639847,0.597701149425287,0.793103448275862,0.223402011224281,-0.164077912643993,-2.34933001081703,0.29933219855116
"Kyle Guy","NBA","G","MIASAC",0.632183908045977,0.344827586206897,0.597701149425287,0.498084291187739,0.210727969348659,0.509578544061303,0.524904214559387,-0.716860886366329,-0.416756385015158,-0.502534864134331,0.450777540350302
