"player","class","pos","team","x3_p_s","slasher","ball_dominant","playmaker","perim_defender","oreb","dreb"
"Cam Thomas","NBA","G","BRK",0.157088122605364,0.842911877394636,0.854406130268199,0.0613026819923372,0.0881226053639847,0.0804597701149425,0.574712643678161
"Josh Christopher","NBA","G","HOU",0.114942528735632,0.71264367816092,0.681992337164751,0.482758620689655,0.340996168582375,0.789272030651341,0.252873563218391
"Andrew Nembhard","NBA","G","IND",0.383141762452107,0.417624521072797,0.298850574712644,0.831417624521073,0.386973180076628,0.310344827586207,0.118773946360153
"John Wall","NBA","G","HOULAC",0.245210727969349,0.831417624521073,0.961685823754789,0.942528735632184,0.191570881226054,0.153256704980843,0.318007662835249
"Elfrid Payton","NBA","G","NYKPHO",0.0306513409961686,0.915708812260536,0.708812260536398,0.724137931034483,0.71264367816092,0.873563218390805,0.524904214559387
"D.J. Augustin","NBA","G","HOULALMIL",0.862068965517241,0.237547892720307,0.275862068965517,0.747126436781609,0.0498084291187739,0.153256704980843,0.0229885057471264
"Avery Bradley","NBA","G","HOULALMIA",0.804597701149425,0.10727969348659,0.0804597701149425,0.126436781609195,0.609195402298851,0.386973180076628,0.0881226053639847
"Frank Jackson","NBA","G","DETUTA",0.64367816091954,0.406130268199234,0.662835249042146,0.0191570881226054,0.0957854406130268,0.310344827586207,0.0881226053639847
"Romeo Langford","NBA","G","BOSSAS",0.126436781609195,0.75095785440613,0.14176245210728,0.0881226053639847,0.498084291187739,0.938697318007663,0.14176245210728
"Sterling Brown","NBA","G","DALHOULAL",0.827586206896552,0.111111111111111,0.111111111111111,0.252873563218391,0.662835249042146,0.808429118773946,0.973180076628352
"Kent Bazemore","NBA","G-F","GSWLAL",0.685823754789272,0.413793103448276,0.24904214559387,0.333333333333333,0.950191570881226,0.42911877394636,0.839080459770115
"Dwayne Bacon","NBA","G","ORL",0.0881226053639847,0.823754789272031,0.597701149425287,0.0344827586206897,0.122605363984674,0.210727969348659,0.486590038314176
"Wayne Ellington","NBA","G","DETLAL",1,0.0114942528735632,0.24904214559387,0.160919540229885,0.222222222222222,0.0804597701149425,0.103448275862069
"Tony Snell","NBA","G-F","ATLNOPPOR",0.938697318007663,0.0344827586206897,0,0.295019157088123,0.371647509578544,0.386973180076628,0.440613026819923
"Shaedon Sharpe","NBA","G","POR",0.440613026819923,0.490421455938697,0.528735632183908,0.053639846743295,0.0344827586206897,0.850574712643678,0.501915708812261
"Saben Lee","NBA","G","DETPHIPHO",0.053639846743295,0.984674329501916,0.413793103448276,0.915708812260536,0.908045977011494,0.701149425287356,0.524904214559387
"Jeremy Lamb","NBA","G-F","INDSAC",0.524904214559387,0.628352490421456,0.540229885057471,0.252873563218391,0.689655172413793,0.735632183908046,0.865900383141762
"Gary Payton II","NBA","G","GSWPOR",0.226053639846743,0.624521072796935,0.130268199233716,0.279693486590038,0.996168582375479,0.969348659003831,0.854406130268199
"Rodney Hood","NBA","G-F","LACMILPORTOR",0.444444444444444,0.314176245210728,0.0613026819923372,0.203065134099617,0.222222222222222,0.509578544061303,0.187739463601533
"Frank Ntilikina","NBA","G","DALNYK",0.57088122605364,0.35632183908046,0.222222222222222,0.46360153256705,0.839080459770115,0.210727969348659,0.318007662835249
"Edmond Sumner","NBA","G","BRKIND",0.195402298850575,0.923371647509579,0.616858237547893,0.183908045977011,0.547892720306513,0.42911877394636,0.252873563218391
"Malaki Branham","NBA","G","SAS",0.298850574712644,0.448275862068966,0.540229885057471,0.298850574712644,0.0306513409961686,0.310344827586207,0.486590038314176
"PJ Dozier","NBA","G","DENSAC",0.333333333333333,0.486590038314176,0.367816091954023,0.35632183908046,0.624521072796935,0.808429118773946,0.881226053639847
"Kira Lewis Jr.","NBA","G","NOP",0.28735632183908,0.567049808429119,0.574712643678161,0.620689655172414,0.586206896551724,0.310344827586207,0.118773946360153
"Rodney McGruder","NBA","G","DET",0.846743295019157,0.160919540229885,0.222222222222222,0.302681992337165,0.402298850574713,0.85823754789272,0.524904214559387
"Rajon Rondo","NBA","G","ATLCLELACLAL",0.540229885057471,0.360153256704981,0.340996168582375,0.984674329501916,0.85823754789272,0.547892720306513,0.766283524904215
"Moses Moody","NBA","G","GSW",0.670498084291188,0.295019157088123,0.206896551724138,0.111111111111111,0.157088122605364,0.766283524904215,0.35632183908046
"Brad Wanamaker","NBA","G","CHOGSWINDWAS",0.00766283524904215,0.938697318007663,0.32183908045977,0.827586206896552,0.67816091954023,0.310344827586207,0.226053639846743
"Armoni Brooks","NBA","G","HOUTOR",0.984674329501916,0.00766283524904215,0.367816091954023,0.233716475095785,0.134099616858238,0.452107279693487,0.524904214559387
"Duane Washington Jr.","NBA","G","INDPHO",0.78544061302682,0.348659003831418,0.877394636015326,0.409961685823755,0.0421455938697318,0,0.206896551724138
"Trey Burke","NBA","G","DAL",0.486590038314176,0.459770114942529,0.704980842911877,0.436781609195402,0.436781609195402,0.0421455938697318,0
"Trent Forrest","NBA","G","ATLUTA",0.00383141762452107,0.9272030651341,0.0804597701149425,0.754789272030651,0.873563218390805,0.724137931034483,0.46360153256705
"David Nwaba","NBA","G","HOU",0.0651340996168582,0.931034482758621,0.306513409961686,0.118773946360153,0.796934865900383,0.969348659003831,0.911877394636015
"Denzel Valentine","NBA","G","CHICLEUTA",0.854406130268199,0.0919540229885057,0.509578544061303,0.390804597701149,0.528735632183908,0.666666666666667,0.954022988505747
"Ochai Agbaji","NBA","G","UTA",0.720306513409962,0.252873563218391,0.28735632183908,0.114942528735632,0.0383141762452107,0.831417624521073,0.0153256704980843
"Christian Braun","NBA","G","DEN",0.168582375478927,0.731800766283525,0.0957854406130268,0.134099616858238,0.67816091954023,0.900383141762452,0.689655172413793
"Daishen Nix","NBA","G","HOU",0.417624521072797,0.379310344827586,0.28735632183908,0.743295019157088,0.252873563218391,0.452107279693487,0.283524904214559
"Miles McBride","NBA","G","NYK",0.613026819923372,0.191570881226054,0.176245210727969,0.524904214559387,0.9272030651341,0.153256704980843,0.0344827586206897
"Brandon Goodwin","NBA","G","ATLCLE",0.363984674329502,0.593869731800766,0.513409961685824,0.81992337164751,0.704980842911877,0.42911877394636,0.425287356321839
"Keon Johnson","NBA","G","LACPOR",0.459770114942529,0.60536398467433,0.75095785440613,0.551724137931034,0.241379310344828,0.754789272030651,0.14176245210728
"Jordan Goodwin","NBA","G","WAS",0.149425287356322,0.693486590038314,0.386973180076628,0.747126436781609,0.957854406130268,0.954022988505747,0.823754789272031
"Joshua Primo","NBA","G","SAS",0.386973180076628,0.498084291187739,0.275862068965517,0.417624521072797,0.153256704980843,0.735632183908046,0.187739463601533
"Dyson Daniels","NBA","G","NOP",0.218390804597701,0.57088122605364,0.0306513409961686,0.704980842911877,0.915708812260536,0.831417624521073,0.9272030651341
"Davon Reed","NBA","G","DENLAL",0.75095785440613,0.302681992337165,0.0804597701149425,0.39463601532567,0.758620689655172,0.636015325670498,0.881226053639847
"Brandon Boston Jr.","NBA","G-F","LAC",0.21455938697318,0.800766283524904,0.793103448275862,0.0842911877394636,0.524904214559387,0.578544061302682,0.632183908045977
"Mychal Mulder","NBA","G-F","GSWMIAORL",0.980842911877395,0.0229885057471264,0.298850574712644,0.00383141762452107,0.0613026819923372,0.0421455938697318,0.0498084291187739
"Lindy Waters III","NBA","G","OKC",0.996168582375479,0.00383141762452107,0.32183908045977,0.0957854406130268,0.421455938697318,0.452107279693487,0.758620689655172
"Dylan Windler","NBA","G-F","CLE",0.590038314176245,0.206896551724138,0.114942528735632,0.352490421455939,0.81992337164751,0.873563218390805,0.950191570881226
"Terry Taylor","NBA","G-F","CHIIND",0.0383141762452107,0.908045977011494,0.24904214559387,0.14176245210728,0.00383141762452107,1,0.486590038314176
"Dalano Banton","NBA","G-F","TOR",0.0957854406130268,0.758620689655172,0.528735632183908,0.681992337164751,0.831417624521073,0.931034482758621,0.823754789272031
"Jarrett Culver","NBA","G","ATLMEMMIN",0.0689655172413793,0.816091954022989,0.513409961685824,0.0996168582375479,0.582375478927203,0.961685823754789,0.862068965517241
"Jeff Teague","NBA","G","BOSMIL",0.32183908045977,0.961685823754789,0.413793103448276,0.64367816091954,0.478927203065134,0.210727969348659,0.0881226053639847
"Kris Dunn","NBA","G","ATLPORUTA",0.0613026819923372,0.957854406130268,0.559386973180077,0.961685823754789,0.923371647509579,0.360153256704981,0.896551724137931
"Damyean Dotson","NBA","G","CLENYK",0.436781609195402,0.245210727969349,0.35632183908046,0.53639846743295,0.0766283524904215,0.00766283524904215,0.46360153256705
"Admiral Schofield","NBA","G-F","ORL",0.578544061302682,0.195402298850575,0.168582375478927,0.272030651340996,0.164750957854406,0.900383141762452,0.727969348659004
"Vit Krejci","NBA","G","ATLOKC",0.509578544061303,0.172413793103448,0.053639846743295,0.494252873563218,0.375478927203065,0.666666666666667,0.697318007662835
"Michael Carter-Williams","NBA","G","ORL",0.0421455938697318,0.961685823754789,0.620689655172414,0.816091954022989,0.528735632183908,0.900383141762452,0.747126436781609
"Chasson Randle","NBA","G","ORL",0.574712643678161,0.352490421455939,0.275862068965517,0.455938697318008,0.233716475095785,0.0153256704980843,0.233716475095785
"James Bouknight","NBA","G","CHO",0.532567049808429,0.46360153256705,0.659003831417625,0.203065134099617,0.0574712643678161,0.808429118773946,0.674329501915709
"Lance Stephenson","NBA","G-F","ATLIND",0.0919540229885057,0.839080459770115,0.75095785440613,0.888888888888889,0.134099616858238,0.153256704980843,0.908045977011494
"Caleb Houstan","NBA","G-F","ORL",0.877394636015326,0.0383141762452107,0.0268199233716475,0.103448275862069,0.183908045977011,0.885057471264368,0.14176245210728
"Bryce McGowens","NBA","G-F","CHO",0.199233716475096,0.888888888888889,0.222222222222222,0.283524904214559,0.0766283524904215,0.597701149425287,0.295019157088123
"Matt Thomas","NBA","G","CHITORUTA",0.85823754789272,0.118773946360153,0.340996168582375,0.0651340996168582,0.0191570881226054,0.103448275862069,0.582375478927203
"Tyler Johnson","NBA","G","BRKPHISAS",0.900383141762452,0.053639846743295,0.0957854406130268,0.318007662835249,0.291187739463602,0.0804597701149425,0.425287356321839
"J.J. Redick","NBA","G","DALNOP",0.881226053639847,0.164750957854406,0.551724137931034,0.157088122605364,0,0.00766283524904215,0.130268199233716
"Justin Jackson","NBA","G-F","BOSMILOKCPHO",0.555555555555556,0.264367816091954,0.498084291187739,0.406130268199234,0.329501915708812,0.636015325670498,0.609195402298851
"Jaden Hardy","NBA","G","DAL",0.735632183908046,0.547892720306513,0.904214559386973,0.291187739463602,0.0689655172413793,0.268199233716475,0.720306513409962
"MarJon Beauchamp","NBA","G","MIL",0.716475095785441,0.233716475095785,0.475095785440613,0.0229885057471264,0.398467432950192,0.954022988505747,0.440613026819923
"Ryan Arcidiacono","NBA","G","CHINYKPOR",0.812260536398467,0.153256704980843,0.0383141762452107,0.639846743295019,0.471264367816092,0.0153256704980843,0.758620689655172
"Skylar Mays","NBA","G","ATLPOR",0.375478927203065,0.616858237547893,0.440613026819923,0.758620689655172,0.505747126436782,0.636015325670498,0.295019157088123
"Blake Wesley","NBA","G","SAS",0.268199233716475,0.827586206896552,0.486590038314176,0.655172413793103,0.18007662835249,0.210727969348659,0.590038314176245
"Brandon Williams","NBA","G","POR",0.229885057471264,0.835249042145594,0.89272030651341,0.685823754789272,0.130268199233716,0.701149425287356,0.260536398467433
"Chris Chiozza","NBA","G","BRKGSW",0.701149425287356,0.218390804597701,0.318007662835249,0.904214559386973,0.509578544061303,0.452107279693487,0.0996168582375479
"David Duke Jr.","NBA","G","BRK",0.0268199233716475,0.808429118773946,0.406130268199234,0.18007662835249,0.42911877394636,0.996168582375479,0.333333333333333
"Keifer Sykes","NBA","G","IND",0.452107279693487,0.291187739463602,0.39463601532567,0.513409961685824,0.0229885057471264,0.114942528735632,0.0383141762452107
"Miye Oni","NBA","G","UTA",0.957854406130268,0,0.00383141762452107,0.329501915708812,0.793103448275862,0.885057471264368,0.632183908045977
"Langston Galloway","NBA","G","BRKMILPHO",0.796934865900383,0.203065134099617,0.32183908045977,0.203065134099617,0.157088122605364,0.386973180076628,0.283524904214559
"Max Christie","NBA","G","LAL",0.816091954022989,0.229885057471264,0.0114942528735632,0.130268199233716,0.513409961685824,0.114942528735632,0.78544061302682
"Theo Pinson","NBA","G","DALNYK",0.831417624521073,0.0881226053639847,0.187739463601533,0.67816091954023,0.379310344827586,0.597701149425287,0.946360153256705
"DaQuan Jeffries","NBA","G-F","HOUMEMSAC",0.425287356321839,0.134099616858238,0.0344827586206897,0.164750957854406,0.24904214559387,0.850574712643678,0.609195402298851
"Isaac Bonga","NBA","G","TORWAS",0.35632183908046,0.325670498084291,0.0114942528735632,0.245210727969349,0.846743295019157,0.873563218390805,0.409961685823755
"Shaquille Harrison","NBA","G","BRKDENPORUTA",0.0114942528735632,0.946360153256705,0.164750957854406,0.624521072796935,0.988505747126437,0.386973180076628,0.869731800766284
"Brodric Thomas","NBA","G","BOSCLEHOU",0.260536398467433,0.704980842911877,0.35632183908046,0.432950191570881,0.75095785440613,0.509578544061303,0.727969348659004
"Kevon Harris","NBA","G","ORL",0.291187739463602,0.850574712643678,0.14176245210728,0.0306513409961686,0.639846743295019,0.977011494252874,0.333333333333333
"Paul Watson","NBA","G","OKCTOR",0.969348659003831,0.0268199233716475,0.0766283524904215,0.245210727969349,0.337164750957854,0.153256704980843,0.904214559386973
"Jared Butler","NBA","G","OKCUTA",0.770114942528736,0.168582375478927,0.75095785440613,0.770114942528736,0.900383141762452,0.114942528735632,0.333333333333333
"Matthew Dellavedova","NBA","G","CLESAC",0.344827586206897,0.28735632183908,0.0613026819923372,0.969348659003831,0.145593869731801,0.268199233716475,0.0498084291187739
"TyTy Washington Jr.","NBA","G","HOU",0.318007662835249,0.283524904214559,0.39463601532567,0.544061302681992,0.256704980842912,0,0.440613026819923
"Johnny Davis","NBA","G","WAS",0.172413793103448,0.521072796934866,0.636015325670498,0.0766283524904215,0.0881226053639847,0.597701149425287,0.793103448275862
"Kyle Guy","NBA","G","MIASAC",0.632183908045977,0.344827586206897,0.597701149425287,0.498084291187739,0.210727969348659,0.509578544061303,0.524904214559387
