Rk,Player,Pos,Team,Player-additional,PTS,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG%,2P%,3P%,FT%,TS%,eFG%,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%
368,Malaki Branham,G,SAS,branhma01,673,2022-23,2022-23,19,66,32,1550,269,611,192,356,77,255,58,70,28,153,181,127,33,7,76,115,0.44,0.539,0.302,0.829,0.524,0.503,-0.1,103,123,-0.4,0.2,-0.004,-3,-2.1,-5.2,-1.3,9.5,1.9,11.2,6.4,11.4,1,0.4,10.6,19.1
369,Kevin Knox,F,ATLDETNYKPOR,knoxke01,671,2020-21,2022-23,21-23,135,5,1638,239,560,124,231,115,329,78,102,58,224,282,62,40,20,74,151,0.427,0.537,0.35,0.765,0.555,0.529,1.5,106,116,0.3,1.3,0.044,-2,-1,-3,-0.4,10.5,3.9,15.4,9.6,5.6,1.2,1.1,10.9,18
370,Markieff Morris,F,BRKDALLALMIA,morrima02,668,2020-21,2022-23,31-33,113,30,1853,254,607,148,288,106,319,54,69,78,304,382,127,37,25,92,186,0.418,0.514,0.332,0.783,0.524,0.506,2.3,103,110,-0.1,2.5,0.061,-2.6,0.1,-2.5,-0.2,9.7,4.8,18.3,11.6,9.8,1,1.2,12.6,17.3
371,Jeremiah Robinson-Earl,F,OKC,robinje02,658,2021-22,2022-23,21-22,92,56,1901,244,572,149,296,95,276,75,96,146,308,454,92,53,26,58,146,0.427,0.503,0.344,0.781,0.536,0.51,3.4,113,114,1.5,1.9,0.085,-1.4,-0.5,-1.9,0.1,12.2,7.9,17.2,12.5,6.8,1.3,1.3,8.6,15.1
372,Jordan McLaughlin,G,MIN,mclaujo01,650,2020-21,2022-23,24-26,156,5,2518,249,587,165,332,84,255,68,88,58,206,264,521,140,20,122,126,0.424,0.497,0.329,0.773,0.519,0.496,4.9,116,114,2.6,2.3,0.093,-1.5,0.8,-0.7,0.8,12.5,2.5,9.1,5.7,27.1,2.6,0.7,16.3,12.5
373,Justise Winslow,F,LACMEMPOR,winslju01,648,2020-21,2022-23,24-26,103,23,2058,265,665,226,500,39,165,79,129,117,348,465,232,80,48,129,203,0.398,0.452,0.236,0.612,0.449,0.428,0.4,96,113,-1.8,2.2,0.01,-3.8,0.7,-3.2,-0.6,9.9,6.3,18.5,12.4,15.8,1.9,2.1,15.2,17.9
374,Tomáš Satoranský,G,CHINOPSASWAS,satorto01,645,2020-21,2021-22,29-30,113,31,2213,241,520,188,349,53,171,110,133,57,211,268,455,69,19,142,160,0.463,0.539,0.31,0.827,0.557,0.514,4.1,115,114,2.4,1.7,0.09,-1.7,-0.1,-1.8,0.1,12.3,2.9,10.5,6.7,27.5,1.5,0.7,19.7,14.1
375,AJ Griffin,F,ATL,griffaj01,639,2022-23,2022-23,19,72,12,1401,248,533,147,274,101,259,42,47,37,116,153,73,42,12,42,87,0.465,0.536,0.39,0.894,0.577,0.56,2.2,116,119,1.3,0.9,0.075,-0.3,-0.5,-0.8,0.4,12.6,2.9,9.2,6,7,1.4,0.7,7.1,17.9
376,Taj Gibson,F-C,NYKWAS,gibsota01,638,2020-21,2022-23,35-37,146,9,2362,250,449,224,372,26,77,112,149,219,353,572,102,68,101,75,320,0.557,0.602,0.338,0.752,0.62,0.586,7.3,128,109,3.9,3.4,0.148,-2.2,1.3,-0.9,0.6,13.5,10.1,16.2,13.1,6.1,1.4,4.1,12.7,11
377,Juancho Hernangómez,F,BOSMINSASTORUTA,hernaju01,628,2020-21,2022-23,25-27,134,25,1959,222,519,126,215,96,304,88,147,100,328,428,80,49,23,58,120,0.428,0.586,0.316,0.599,0.538,0.52,2.7,110,115,1,1.7,0.066,-1.8,-0.7,-2.5,-0.2,10.6,5.4,19.1,12,5.5,1.2,1.1,9,13.9
378,Gary Payton II,G,GSWPOR,paytoga02,628,2020-21,2022-23,28-30,103,17,1655,263,426,205,276,58,150,44,69,98,229,327,95,124,28,57,182,0.617,0.743,0.387,0.638,0.688,0.685,6.4,130,105,3.3,3.1,0.186,0,3.1,3.1,2.1,17.1,6.7,14.9,10.9,8.3,3.6,1.6,11.1,13.5
379,Saben Lee,G,DETPHIPHO,leesa01,626,2020-21,2022-23,21-23,110,8,1758,217,508,184,395,33,113,159,217,51,178,229,348,87,26,115,152,0.427,0.466,0.292,0.733,0.519,0.46,3.1,110,113,1.2,1.9,0.084,-2.2,0.7,-1.4,0.3,13.7,3.1,11.5,7.2,28.9,2.4,1.3,16,17.7
380,Trey Burke,G,DAL,burketr01,625,2020-21,2021-22,28-29,104,1,1352,235,568,151,322,84,246,71,80,14,73,87,138,48,7,59,103,0.414,0.469,0.341,0.888,0.518,0.488,1.4,105,114,0.3,1.1,0.049,-2.1,-0.7,-2.8,-0.3,11.7,1.1,5.9,3.6,15.4,1.8,0.5,8.9,21.8
381,Paul Millsap,F,BRKDENPHI,millspa01,617,2020-21,2021-22,35-36,89,37,1538,236,516,179,338,57,178,88,122,117,259,376,127,61,49,70,178,0.457,0.53,0.32,0.721,0.542,0.513,3.7,113,110,1.7,2,0.115,-0.7,0.6,-0.1,0.7,15,8.6,18.7,13.7,11.3,2,3,10.9,18.1
382,Jeremy Sochan,F,SAS,sochaje01,614,2022-23,2022-23,19,56,53,1458,250,552,217,418,33,134,81,116,95,200,295,142,43,23,97,138,0.453,0.519,0.246,0.698,0.509,0.483,0.2,103,120,-0.5,0.7,0.005,-2.8,-1.2,-4,-0.7,11.4,6.9,15.6,11,13.6,1.4,1.3,13.9,19.8
383,Kent Bazemore,G-F,GSWLAL,bazemke01,613,2020-21,2021-22,31-32,106,32,1878,221,531,117,267,104,264,67,95,39,259,298,142,94,42,103,228,0.416,0.438,0.394,0.705,0.535,0.514,1.9,99,109,-0.7,2.6,0.048,-3.6,1.4,-2.1,-0.1,9.3,2.2,14.6,8.5,10.3,2.4,2,15.2,15.4
384,Jalen Duren,C,DET,durenja01,612,2022-23,2022-23,19,67,31,1670,258,398,258,396,0,2,96,157,229,366,595,75,44,59,92,182,0.648,0.652,0,0.611,0.655,0.648,4.5,126,116,2.9,1.6,0.129,-0.4,-0.4,-0.8,0.5,17.3,14.7,25.1,19.7,6.8,1.3,3.1,16.5,14.3
385,Kira Lewis Jr.,G,NOP,lewiski01,598,2020-21,2022-23,19-21,103,0,1480,229,571,161,359,68,212,72,85,26,117,143,196,59,13,70,129,0.401,0.448,0.321,0.847,0.491,0.461,1.3,105,115,0.2,1.1,0.043,-2.7,-0.3,-3.1,-0.4,10.8,1.9,8.8,5.3,18.7,1.9,0.8,10.3,19.4
386,Timothé Luwawu-Cabarrot,F,ATLBRK,luwawti01,597,2020-21,2021-22,25-26,110,25,1735,204,542,85,181,119,361,70,84,45,166,211,109,51,12,63,175,0.376,0.47,0.33,0.833,0.516,0.486,1.2,105,116,0.2,1,0.033,-2.9,-1.1,-4,-0.9,8.4,3,10.2,6.7,8.2,1.4,0.6,9.8,16.2
387,Wenyen Gabriel,F,BRKLACLALNOP,gabriwe01,585,2020-21,2022-23,23-25,115,7,1623,233,430,202,334,31,96,88,143,175,262,437,61,40,54,77,244,0.542,0.605,0.323,0.615,0.593,0.578,3.7,118,113,1.9,1.9,0.111,-2.7,-0.4,-3.2,-0.5,13.3,11.9,16.9,14.4,5.1,1.2,2.9,13.5,14.9
388,DeAndre' Bembry,F,BRKMILTOR,bembrde01,577,2020-21,2021-22,26-27,107,32,1998,241,449,212,360,29,89,66,101,75,234,309,173,102,43,102,200,0.537,0.589,0.326,0.653,0.585,0.569,3.4,111,112,1.2,2.2,0.082,-2.7,1.4,-1.3,0.4,11.6,4.1,12.9,8.5,12,2.5,2,17.1,12.8
389,Sam Hauser,F,BOS,hausesa01,577,2021-22,2022-23,24-25,106,8,1448,203,446,44,67,159,379,12,17,40,193,233,81,30,23,32,106,0.455,0.657,0.42,0.706,0.636,0.633,4,125,112,2.2,1.8,0.132,0.8,0.4,1.2,1.2,12.9,3.1,14.3,8.8,7.7,1,1.4,6.6,14.7
390,Sterling Brown,G,DALHOULAL,brownst02,576,2020-21,2022-23,25-27,104,17,1881,209,494,90,185,119,309,39,46,67,314,381,108,55,19,64,157,0.423,0.486,0.385,0.848,0.56,0.544,2.6,110,113,0.9,1.7,0.067,-2.2,0.2,-2.1,0,10.1,3.8,18.6,11,8.1,1.4,0.9,11.1,13.3
391,Derrick Favors,F-C,OKCUTA,favorde01,575,2020-21,2021-22,29-30,107,18,1692,249,425,247,407,2,18,75,105,196,364,560,69,49,80,45,205,0.586,0.607,0.111,0.714,0.61,0.588,6.6,131,107,3.7,2.8,0.186,-0.7,1.6,0.8,1.2,17.3,12.5,22.1,17.4,6,1.4,3.9,8.7,13.2
392,Romeo Langford,G,BOSSAS,langfro01,571,2020-21,2022-23,21-23,109,30,1898,225,509,175,345,50,164,71,110,99,158,257,84,52,34,56,138,0.442,0.507,0.305,0.645,0.512,0.491,1.8,107,116,0.4,1.4,0.047,-2.8,-0.3,-3.1,-0.5,9.1,5.6,9.1,7.4,5.9,1.3,1.6,9.1,13.7
393,Avery Bradley,G,HOULALMIA,bradlav01,567,2020-21,2021-22,30-31,89,51,2008,212,521,97,210,115,311,28,33,39,154,193,93,74,12,66,173,0.407,0.462,0.37,0.848,0.529,0.517,1.1,102,116,-0.2,1.3,0.026,-3.9,-0.2,-4.1,-1.1,7.4,2.1,8.3,5.2,6.3,1.8,0.5,11,12.9
394,Anthony Lamb,F,GSWHOUSAS,lamban01,548,2020-21,2022-23,23-25,88,7,1618,194,434,98,162,96,272,64,81,83,203,286,121,34,25,73,168,0.447,0.605,0.353,0.79,0.583,0.558,2.6,115,116,1.3,1.3,0.076,-2.1,-0.4,-2.4,-0.2,10.3,5.6,13.6,9.6,9.9,1,1.4,13.5,14.1
395,Rodney McGruder,G,DET,mcgruro01,547,2020-21,2022-23,29-31,99,16,1472,197,447,87,180,110,267,43,56,59,148,207,92,45,9,42,109,0.441,0.483,0.412,0.768,0.58,0.564,2.4,117,117,1.6,0.8,0.078,-0.6,-0.6,-1.2,0.3,11.8,4.2,11.5,7.7,9.4,1.5,0.5,8.2,15
396,Gorgui Dieng,C,ATLMEMSAS,dienggo01,533,2020-21,2022-23,31-33,113,5,1281,183,392,103,179,80,213,87,106,99,269,368,135,41,43,84,165,0.467,0.575,0.376,0.821,0.608,0.569,3.3,118,112,1.9,1.5,0.125,0.1,0.9,1,1,16.1,8.2,23.1,15.5,14.3,1.5,2.9,16.1,17.4
397,Moses Moody,G,GSW,moodymo01,530,2021-22,2022-23,19-20,115,14,1424,188,410,99,165,89,245,65,89,45,140,185,74,25,17,47,97,0.459,0.6,0.363,0.73,0.59,0.567,2.6,115,115,1.3,1.3,0.087,-1.6,-1,-2.6,-0.2,10.4,3.5,10.5,7.1,7,0.8,1.1,9.5,14.9
398,Armoni Brooks,G,HOUTOR,brookar01,511,2020-21,2021-22,22-23,74,16,1364,176,481,42,75,134,406,25,33,30,141,171,92,40,16,49,108,0.366,0.56,0.33,0.758,0.516,0.505,0.6,103,117,0,0.6,0.02,-2.1,-1.6,-3.7,-0.6,9.2,2.3,11.5,6.8,9.7,1.4,1.1,9,17
399,David Nwaba,G,HOU,nwabada01,509,2020-21,2021-22,28-29,76,13,1288,191,394,159,282,32,112,95,135,81,188,269,66,58,41,38,115,0.485,0.564,0.286,0.704,0.561,0.525,2.7,116,113,1.5,1.1,0.099,-1,0.3,-0.7,0.4,14.8,6.7,16.2,11.3,7.7,2.1,2.8,7.7,16.2
400,PJ Dozier,G,DENSAC,doziepj01,504,2020-21,2022-23,24-26,84,6,1507,194,487,130,274,64,213,52,79,50,209,259,131,48,29,64,126,0.398,0.474,0.3,0.658,0.483,0.464,1.3,101,113,-0.3,1.5,0.04,-2.8,0,-2.8,-0.3,9.8,3.8,15.5,9.7,11.5,1.6,1.8,10.9,17
401,Frank Kaminsky,F-C,ATLHOUPHO,kaminfr01,494,2020-21,2022-23,27-29,92,13,1131,188,386,139,253,49,133,69,96,54,227,281,124,28,28,36,106,0.487,0.549,0.368,0.719,0.577,0.551,3.5,121,111,2.1,1.5,0.15,0.9,1.3,2.2,1.2,16.6,5.4,22.2,13.9,15,1.2,2.2,7.8,18
402,Paul Reed,F,PHI,reedpa01,491,2020-21,2022-23,21-23,133,4,1234,220,383,217,363,3,20,48,73,186,229,415,55,89,78,67,209,0.574,0.598,0.15,0.658,0.591,0.578,4.8,120,103,2,2.7,0.185,-1.5,1.8,0.3,0.7,20,17.7,21.1,19.4,6.8,3.6,5.8,13.9,17.4
403,Brandon Boston Jr.,G-F,LAC,bostobr01,486,2021-22,2022-23,20-21,73,1,1008,176,447,130,307,46,140,88,110,24,117,141,71,35,13,43,64,0.394,0.423,0.329,0.8,0.491,0.445,0.6,100,112,-0.5,1.1,0.03,-2.6,-0.4,-3,-0.3,11.8,2.6,12.1,7.5,10.7,1.7,1.1,8,23.4
404,Tony Bradley,F-C,CHIOKCPHI,bradlto01,482,2020-21,2022-23,23-25,109,15,1266,209,332,206,324,3,8,61,88,153,283,436,65,26,64,68,125,0.63,0.636,0.375,0.693,0.65,0.634,4.2,124,110,2.5,1.7,0.158,-0.1,0.2,0,0.7,18.2,13.3,24.4,18.8,7.6,1,4.5,15.5,15
405,Denzel Valentine,G,CHICLEUTA,valende01,475,2020-21,2021-22,27-28,86,3,1258,180,482,81,193,99,289,16,17,33,206,239,116,38,7,54,90,0.373,0.42,0.343,0.941,0.485,0.476,0.9,100,112,-0.5,1.4,0.033,-2.4,-0.3,-2.7,-0.2,9.7,2.9,17.9,10.5,12.8,1.5,0.5,9.9,18.8
406,Ochai Agbaji,G,UTA,agbajoc01,467,2022-23,2022-23,22,59,22,1209,165,386,84,158,81,228,56,69,43,78,121,67,16,15,41,99,0.427,0.532,0.355,0.812,0.561,0.532,1.3,115,121,0.9,0.4,0.053,-1.7,-1.4,-3,-0.3,9.5,3.9,6.9,5.4,7.5,0.6,1,9,15.8
407,Isaiah Livers,F,DET,liveris01,467,2021-22,2022-23,23-24,71,27,1582,161,378,60,111,101,267,44,53,43,157,200,62,41,35,45,140,0.426,0.541,0.378,0.83,0.582,0.56,1.7,114,119,0.9,0.8,0.052,-1.9,-0.3,-2.2,-0.1,9,2.9,11.3,7,5.5,1.3,2,10.1,12
408,David Roddy,F,MEM,roddyda01,466,2022-23,2022-23,21,70,4,1258,180,420,115,208,65,212,41,65,50,143,193,59,29,19,57,107,0.429,0.553,0.307,0.631,0.519,0.506,1.1,103,114,-0.3,1.4,0.043,-3.2,-0.7,-3.9,-0.6,8.8,4.2,12,8.1,6.1,1.1,1.4,11.3,16.7
409,Frank Ntilikina,G,DALNYK,ntilila01,464,2020-21,2022-23,22-24,138,14,1614,166,434,88,208,78,226,54,76,25,147,172,146,61,18,71,171,0.382,0.423,0.345,0.711,0.496,0.472,1.3,100,113,-0.5,1.8,0.038,-4.3,0.6,-3.7,-0.7,7.9,1.7,10.3,6,12.7,1.9,1,13.2,15
410,Keon Johnson,G,LACPOR,johnske07,456,2021-22,2022-23,19-20,77,12,1113,163,450,101,269,62,181,68,92,35,90,125,135,47,18,89,112,0.362,0.375,0.343,0.739,0.465,0.431,-0.9,93,117,-1.6,0.6,-0.041,-3.9,-1.8,-5.7,-1,8.8,3.4,9.1,6.2,18,2.1,1.5,15.4,22.6
411,Anthony Gill,F,WAS,gillan01,455,2020-21,2022-23,28-30,129,12,1305,163,301,138,222,25,79,104,135,86,149,235,72,22,27,41,155,0.542,0.622,0.316,0.77,0.631,0.583,3.2,128,117,2.4,0.8,0.119,-1.6,-0.8,-2.5,-0.1,12.8,7.4,12.3,9.9,7.5,0.8,1.7,10.2,13.4
412,Jalen Johnson,F,ATL,johnsja05,447,2021-22,2022-23,20-21,92,6,1162,180,363,147,246,33,117,54,85,53,255,308,86,41,36,50,122,0.496,0.598,0.282,0.635,0.558,0.541,2.2,112,113,0.7,1.4,0.09,-1.5,1.3,-0.2,0.5,13.8,4.9,24.3,14.5,9.7,1.7,2.7,11.1,16.4
413,Vlatko Čančar,F,DEN,cancavl01,444,2020-21,2022-23,23-25,116,11,1346,164,340,105,180,59,160,57,68,43,166,209,111,35,19,60,120,0.482,0.583,0.369,0.838,0.6,0.569,2.5,116,115,1.2,1.2,0.088,-1.8,-0.2,-2,0,11,3.7,13.8,8.9,10.7,1.3,1.3,14,13.9
414,Nerlens Noel,C-F,BRKDETNYK,noelne01,444,2020-21,2022-23,26-28,106,56,2304,182,319,181,311,1,8,79,112,200,395,595,79,116,182,98,275,0.571,0.582,0.125,0.705,0.603,0.572,6.7,117,103,1.8,5,0.14,-2.9,3.6,0.7,1.5,13.5,9.4,18.6,14,4.7,2.5,7.6,21,9
415,Tony Snell,G-F,ATLNOPPOR,snellto01,436,2020-21,2021-22,29-30,100,35,1815,157,342,50,105,107,237,15,15,34,181,215,87,29,20,40,145,0.459,0.476,0.451,1,0.625,0.615,2.4,121,118,1.7,0.7,0.064,-1.8,-0.4,-2.2,-0.1,8,2.1,11,6.5,6.4,0.8,1,10.3,9.3
416,Rajon Rondo,G,ATLCLELACLAL,rondora01,428,2020-21,2021-22,34-35,84,4,1468,163,391,96,214,67,177,35,43,33,185,218,369,67,10,147,109,0.417,0.449,0.379,0.814,0.522,0.503,2,105,111,0.3,1.7,0.065,-1.4,0.5,-0.9,0.4,12.1,2.5,13.6,8.2,34.2,2.2,0.6,26.4,16.6
417,Day'Ron Sharpe,C,BRK,sharpda01,425,2021-22,2022-23,20-21,80,11,943,179,320,171,302,8,18,59,96,180,180,360,54,25,47,72,149,0.559,0.566,0.444,0.615,0.587,0.572,2.8,118,111,1.6,1.3,0.144,-1.1,-1.4,-2.5,-0.1,19,21.7,20.7,21.2,8.4,1.3,4.3,16.6,20.1
418,Jaden Hardy,G,DAL,hardyja02,420,2022-23,2022-23,20,48,5,708,146,333,83,177,63,156,65,79,11,78,89,65,17,7,46,64,0.438,0.469,0.404,0.823,0.571,0.533,0.7,108,118,0.2,0.5,0.048,-0.4,-1.9,-2.3,0,14.6,1.8,13,7.3,14.9,1.2,0.9,11.1,26.4
419,Brad Wanamaker,G,CHOGSWINDWAS,wanambr01,419,2020-21,2021-22,31-32,84,2,1373,143,376,123,274,20,102,113,126,24,120,144,229,50,17,94,139,0.38,0.449,0.196,0.897,0.486,0.407,0.9,102,114,-0.2,1.1,0.031,-4.6,0.1,-4.5,-0.9,9,1.9,9.5,5.7,22.5,1.7,1.1,17.9,16.4
420,Sandro Mamukelashvili,C-F,MILSAS,mamuksa01,417,2021-22,2022-23,22-23,84,10,1067,154,345,102,194,52,151,57,79,105,162,267,84,23,21,50,80,0.446,0.526,0.344,0.722,0.549,0.522,2,116,116,1.2,0.8,0.091,-0.4,-1.2,-1.6,0.1,13.9,10.5,16.3,13.4,10.8,1,1.7,11.6,16.9
421,Andre Iguodala,F-G,GSWMIA,iguodan01,416,2020-21,2022-23,37-39,102,5,2055,148,384,70,119,78,265,42,61,62,276,338,275,88,60,104,135,0.385,0.588,0.294,0.689,0.506,0.487,3.4,106,109,0.4,3,0.08,-2,2.4,0.4,1.2,10,3.5,14.8,9.3,17.7,2.1,2.9,20.2,11.1
422,Lindy Waters III,G,OKC,waterli01,413,2021-22,2022-23,24-25,66,1,996,141,353,30,45,111,308,20,25,22,126,148,52,33,19,21,73,0.399,0.667,0.36,0.8,0.567,0.557,1.9,115,114,0.9,1,0.092,-0.1,-0.6,-0.7,0.3,12.4,2.3,13.5,7.8,7.5,1.6,1.8,5.5,16.4
423,Maurice Harkless,F-G,MIASAC,harklma01,411,2020-21,2021-22,27-28,84,47,1635,152,346,98,161,54,185,53,71,25,176,201,67,59,44,53,163,0.439,0.609,0.292,0.746,0.545,0.517,1.1,104,116,0.1,1,0.031,-3.7,0.3,-3.5,-0.6,7.9,1.7,12,6.8,5.3,1.7,2.4,12.3,11.3
424,Rodney Hood,G-F,LACMILPORTOR,hoodro01,409,2020-21,2021-22,28-29,107,5,1651,152,417,88,213,64,204,41,47,38,142,180,91,39,13,47,105,0.365,0.413,0.314,0.872,0.467,0.441,0.3,99,117,-0.5,0.8,0.009,-4.1,-1,-5,-1.3,6.3,2.4,9.3,5.8,7.2,1.1,0.7,9.7,12.6
425,CJ Elleby,F,POR,ellebcj01,407,2020-21,2021-22,20-21,88,28,1366,146,374,102,214,44,160,71,99,77,182,259,97,41,22,61,143,0.39,0.477,0.275,0.717,0.487,0.449,0.5,103,117,-0.1,0.6,0.018,-3.8,-1.4,-5.2,-1.1,9.2,6,15.1,10.4,10.1,1.5,1.6,12.7,15.2
426,Jordan Goodwin,G,WAS,goodwjo01,407,2021-22,2022-23,23-24,64,7,1112,158,356,120,237,38,119,53,69,57,149,206,168,58,26,57,96,0.444,0.506,0.319,0.768,0.527,0.497,2.2,113,113,0.8,1.3,0.094,-0.8,1.4,0.5,0.7,14.6,5.9,14.4,10.3,20.6,2.5,2,12.9,17.3
427,Terry Taylor,G-F,CHIIND,taylote01,407,2021-22,2022-23,22-23,64,9,978,174,295,157,238,17,57,42,62,122,97,219,51,17,14,32,87,0.59,0.66,0.298,0.677,0.631,0.619,2.7,130,119,2.4,0.3,0.131,0.9,-2.5,-1.5,0.1,16.8,13.7,11.2,12.5,7.7,0.8,1.3,9,15.4
428,Mychal Mulder,G-F,GSWMIAORL,muldemy01,406,2020-21,2021-22,26-27,77,9,1005,143,342,41,74,102,268,18,26,10,74,84,31,16,14,24,69,0.418,0.554,0.381,0.692,0.574,0.567,1,106,115,0.2,0.7,0.045,-1.9,-1.4,-3.2,-0.3,9.1,1.1,7.8,4.4,4.4,0.8,1.2,6.4,16.1
429,Kris Dunn,G,ATLPORUTA,dunnkr01,401,2020-21,2022-23,26-28,40,6,949,161,330,143,281,18,49,61,75,18,137,155,205,50,15,70,106,0.488,0.509,0.367,0.813,0.552,0.515,1.9,114,114,1,0.9,0.096,-1.9,0.7,-1.1,0.2,15.6,2,15.7,8.9,32,2.5,1.4,16.2,19.3
430,Nathan Knight,F-C,ATLMIN,knighna01,401,2020-21,2022-23,23-25,108,2,837,128,269,110,201,18,68,127,172,81,132,213,43,26,24,54,105,0.476,0.547,0.265,0.738,0.582,0.509,2.1,115,112,1.1,0.9,0.119,-1.9,-0.6,-2.5,-0.1,15.6,10.6,17.2,13.9,7.3,1.5,2.6,13.5,20.3
431,Brandon Goodwin,G,ATLCLE,goodwbr01,399,2020-21,2021-22,25-26,83,10,1122,148,377,97,219,51,158,52,81,22,114,136,186,42,1,72,80,0.393,0.443,0.323,0.642,0.483,0.46,0.9,102,113,-0.1,1,0.038,-2.6,0.1,-2.4,-0.1,10.4,2.2,10.9,6.7,23.6,1.9,0.1,14.9,18.9
432,Luke Kornet,C-F,BOSCHICLEMIL,kornelu01,397,2020-21,2022-23,25-27,115,2,1255,170,298,152,221,18,77,39,51,113,180,293,86,18,81,32,110,0.57,0.688,0.234,0.765,0.619,0.601,4.4,133,110,2.6,1.8,0.169,-0.5,1.3,0.8,0.9,15.8,10,15.6,12.8,9.5,0.7,5.7,9.1,12.2
433,Thanasis Antetokounmpo,F,MIL,antetth01,388,2020-21,2022-23,28-30,142,9,1230,157,311,148,260,9,51,65,117,109,160,269,83,41,25,81,164,0.505,0.569,0.176,0.556,0.535,0.519,1.7,106,112,0.3,1.4,0.066,-4.1,-0.1,-4.2,-0.7,10.5,9.6,13.3,11.5,8.7,1.6,1.9,18.3,15.2
434,Mark Williams,C,CHO,willima07,387,2022-23,2022-23,21,43,17,828,160,251,160,251,0,0,67,97,93,211,304,18,28,45,40,94,0.637,0.637,,0.691,0.659,0.637,2.8,125,110,1.5,1.3,0.163,-0.5,0.6,0.1,0.4,19.8,11.7,27.7,19.6,3.3,1.6,4.7,12,17
435,Kessler Edwards,F,BRKSAC,edwarke02,384,2021-22,2022-23,21-22,84,27,1372,146,360,81,169,65,191,27,34,67,166,233,54,43,30,55,125,0.406,0.479,0.34,0.794,0.512,0.496,1,102,114,-0.2,1.2,0.036,-3.1,-0.8,-3.9,-0.7,8.3,5.5,13,9.4,5.1,1.5,1.9,12.8,13.5
436,Lance Stephenson,G-F,ATLIND,stephla01,384,2021-22,2021-22,31,46,1,814,147,323,120,233,27,90,63,80,12,115,127,165,24,4,72,96,0.455,0.515,0.3,0.788,0.536,0.497,0.8,107,117,0.4,0.4,0.048,-1.6,-1.6,-3.2,-0.2,13.6,1.6,16,8.7,30.2,1.4,0.4,16.7,22.6
437,Trevor Ariza,F,LALMIA,arizatr01,378,2020-21,2021-22,35-36,54,38,1303,132,340,62,123,70,217,44,62,37,189,226,82,44,24,32,75,0.388,0.504,0.323,0.71,0.515,0.491,1.8,107,112,0.4,1.4,0.066,-1.9,0,-1.9,0,10.1,3.2,16,9.7,8.7,1.7,1.9,8,13.6
438,T.J. Warren,F,BRKINDPHO,warretj01,376,2020-21,2022-23,27-29,46,4,804,159,321,137,247,22,74,36,45,28,107,135,45,24,12,24,81,0.495,0.555,0.297,0.8,0.552,0.53,1.3,110,114,0.4,0.8,0.076,-2,-0.5,-2.5,-0.1,13.3,3.9,14.7,9.4,8.4,1.5,1.3,6.6,19.8
439,James Ennis III,F,BRKDENLACORL,ennisja01,374,2020-21,2021-22,30-31,48,37,1042,126,267,78,155,48,112,74,92,48,130,178,65,34,9,38,89,0.472,0.503,0.429,0.804,0.608,0.562,2.1,119,115,1.4,0.7,0.098,-1.8,-0.3,-2.1,0,12.8,4.7,13.4,8.9,9.2,1.6,0.8,11,14.3
440,Jeff Teague,G,BOSMIL,teaguje01,371,2020-21,2020-21,32,55,7,950,123,284,87,202,36,82,89,105,15,73,88,132,34,12,64,56,0.433,0.431,0.439,0.848,0.562,0.496,1.6,111,114,0.8,0.8,0.079,-1.7,-0.5,-2.2,-0.1,12.3,1.7,8.3,5.1,18.3,1.7,1.2,16.2,17.7
441,Luka Garza,F-C,DETMIN,garzalu01,367,2021-22,2022-23,23-24,60,5,632,129,263,99,175,30,88,79,113,91,72,163,38,12,8,32,98,0.49,0.566,0.341,0.699,0.587,0.548,1.8,121,116,1.4,0.4,0.138,0.5,-2.2,-1.7,0,18.4,15.4,12.8,14.1,9.6,0.9,1.1,9.3,23.4
442,Christian Braun,G,DEN,braunch01,360,2022-23,2022-23,21,76,6,1181,143,289,109,193,34,96,40,64,48,133,181,59,41,17,35,101,0.495,0.565,0.354,0.625,0.568,0.554,1.9,114,115,0.7,1.2,0.079,-2.5,0.1,-2.4,-0.1,10.3,4.8,12.6,8.8,6.4,1.7,1.3,9.9,13
443,Ish Wainright,F,PHO,wainris01,359,2021-22,2022-23,27-28,105,2,1274,125,331,49,99,76,232,33,43,72,121,193,68,58,28,35,166,0.378,0.495,0.328,0.767,0.513,0.492,2.3,111,111,0.6,1.7,0.086,-2.8,1.4,-1.4,0.2,9.3,6.2,10.6,8.3,6.8,2.2,2,9.1,12.9
444,Semi Ojeleye,F,BOSLACMIL,ojelese01,358,2020-21,2021-22,26-27,86,15,1356,119,320,46,112,73,208,47,61,58,163,221,46,24,6,30,86,0.372,0.411,0.351,0.77,0.516,0.486,1.5,110,116,0.6,0.9,0.053,-2.4,-1,-3.4,-0.5,7.8,4.7,13.2,8.9,4.4,0.9,0.4,8,12
445,Boban Marjanović,C,DALHOU,marjabo01,356,2020-21,2022-23,32-34,87,3,570,145,252,143,239,2,13,64,87,75,152,227,22,7,11,41,63,0.575,0.598,0.154,0.736,0.613,0.579,1.7,117,112,1.1,0.6,0.144,1.1,-2,-0.9,0.2,21.9,14.5,29.4,21.9,6.5,0.6,1.8,12.4,25.4
