Rk,Player,Pos,Team,Player-additional,PTS,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG%,2P%,3P%,FT%,TS%,eFG%,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%
326,Trendon Watford,F,POR,watfotr01,823,2021-22,2022-23,21-22,110,22,2051,323,590,289,488,34,102,143,194,99,338,437,211,57,40,115,234,0.547,0.592,0.333,0.737,0.609,0.576,4,118,117,2.7,1.2,0.092,-1.4,-0.4,-1.8,0.1,14.5,5.3,19,12,15.4,1.4,1.9,14.6,16.7
327,Ish Smith,G,CHODENWAS,smithis01,813,2020-21,2022-23,32-34,152,2,2448,366,858,321,730,45,128,36,61,52,292,344,516,87,43,163,173,0.427,0.44,0.352,0.59,0.459,0.453,1.2,100,114,-0.9,2.1,0.023,-2.7,-0.3,-3,-0.6,11.2,2.3,12.9,7.6,29.1,1.7,1.5,15.6,18.3
328,Bismack Biyombo,C-F,CHOPHO,biyombi01,804,2020-21,2022-23,28-30,163,53,2729,347,593,347,592,0,1,110,246,289,485,774,160,47,188,147,325,0.585,0.586,0,0.447,0.573,0.585,5.9,113,110,2,3.9,0.104,-3.1,1.1,-2,0,13.6,11.4,19.5,15.4,8,0.8,6.4,17.3,13.3
329,Dario Šarić,F-C,OKCPHO,saricda01,799,2020-21,2022-23,26-28,107,16,1677,280,619,188,369,92,250,147,175,99,298,397,139,50,11,112,194,0.452,0.509,0.368,0.84,0.574,0.527,3.4,111,112,1.3,2,0.096,-1.4,-0.2,-1.7,0.2,13.9,6.6,19.9,13.2,11.5,1.5,0.6,13.9,21
330,DeMarcus Cousins,C-F,DENHOULACMIL,couside01,796,2020-21,2021-22,30-31,89,18,1431,279,629,195,372,84,257,154,206,127,406,533,147,69,45,149,246,0.444,0.524,0.327,0.748,0.553,0.51,2.7,104,106,0.3,2.4,0.091,-1.5,0.9,-0.6,0.5,17.3,9.9,30.9,20.3,15.7,2.3,2.9,17.2,26.3
331,Elfrid Payton,G,NYKPHO,paytoel01,789,2020-21,2021-22,26-27,113,64,2033,336,797,304,681,32,116,85,139,85,219,304,302,72,15,150,154,0.422,0.446,0.276,0.612,0.46,0.442,0.8,96,110,-1.9,2.7,0.019,-3.4,0.2,-3.1,-0.6,10.7,4.6,11.5,8.1,22,1.7,0.7,14.9,21.9
332,Shaedon Sharpe,G,POR,sharpsh01,789,2022-23,2022-23,19,80,15,1779,306,648,204,365,102,283,75,105,63,173,236,94,38,24,83,136,0.472,0.559,0.36,0.714,0.568,0.551,1.2,109,121,0.6,0.6,0.032,-1.3,-2,-3.3,-0.6,11.5,4,11.3,7.6,7.9,1,1.2,10.7,19
333,Dwayne Bacon,G,ORL,bacondw01,788,2020-21,2020-21,25,72,50,1853,292,726,233,519,59,207,145,176,31,193,224,93,45,5,46,103,0.402,0.449,0.285,0.824,0.49,0.443,0.5,102,117,-0.3,0.9,0.013,-3.7,-1.4,-5.1,-1.5,9.9,1.7,11.2,6.3,7.9,1.2,0.2,5.4,19.8
334,Malachi Flynn,G,TOR,flynnma01,788,2020-21,2022-23,22-24,144,21,2156,286,765,155,374,131,391,85,113,35,220,255,277,79,15,81,178,0.374,0.414,0.335,0.752,0.484,0.459,2.3,106,114,0.4,1.9,0.052,-2.6,-0.2,-2.8,-0.4,10.4,1.7,11.9,6.5,18.2,1.8,0.7,9,17.8
335,Cody Martin,G-F,CHO,martico01,786,2020-21,2022-23,25-27,130,21,2849,301,647,221,416,80,231,104,157,142,328,470,276,129,45,103,181,0.465,0.531,0.346,0.662,0.549,0.527,5.1,115,114,2.6,2.5,0.086,-1.8,0.6,-1.1,0.6,11.9,5.2,12.5,8.8,12.8,2.2,1.5,12.6,12.3
336,Garrett Temple,G,CHINOP,templga01,782,2020-21,2022-23,34-36,140,41,2788,287,721,150,310,137,411,71,95,63,257,320,211,95,55,104,222,0.398,0.484,0.333,0.747,0.513,0.493,2.8,104,113,0.2,2.6,0.047,-3.1,0.4,-2.7,-0.5,8.5,2.5,10.3,6.4,10,1.7,1.8,12,13.4
337,Javonte Green,F,BOSCHI,greenja02,779,2020-21,2022-23,27-29,138,48,2472,290,535,231,369,59,166,140,181,144,291,435,100,119,59,69,229,0.542,0.626,0.355,0.773,0.634,0.597,6.9,126,111,4,2.9,0.133,-1,1.3,0.3,1.4,13.8,6.6,13.2,9.9,5.4,2.3,2.2,10.1,12.1
338,Damian Jones,F-C,LALPHOSACUTA,jonesda03,779,2020-21,2022-23,25-27,136,26,2041,300,455,279,404,21,51,158,218,153,336,489,113,45,97,108,262,0.659,0.691,0.412,0.725,0.707,0.682,6.1,128,114,4.1,1.9,0.142,-1.2,0.5,-0.6,0.7,16.1,8.2,18,13.1,7.9,1.1,4.1,16.4,13.8
339,Edmond Sumner,G,BRKIND,sumneed01,777,2020-21,2022-23,25-27,106,36,1597,272,551,206,376,66,175,167,191,31,142,173,117,64,20,101,171,0.494,0.548,0.377,0.874,0.612,0.554,2.7,112,115,1.3,1.4,0.081,-2.3,-0.4,-2.7,-0.3,13.3,2.2,9.7,6,10.4,1.9,1,13.7,20
340,Jeremy Lamb,G-F,INDSAC,lambje01,773,2020-21,2021-22,28-29,92,8,1700,253,623,146,325,107,298,160,181,51,234,285,134,65,45,59,131,0.406,0.449,0.359,0.884,0.55,0.492,3.3,114,114,1.9,1.4,0.094,0.1,0.1,0.2,0.9,14.4,3.3,15.2,9.2,11,1.8,2.2,7.7,19.1
341,Khem Birch,C-F,ORLTOR,birchkh01,772,2020-21,2022-23,28-30,142,50,2682,305,612,291,544,14,68,148,205,304,347,651,152,83,81,81,241,0.498,0.535,0.206,0.722,0.55,0.51,6.6,122,113,3.9,2.7,0.118,-1.5,0.2,-1.3,0.5,14.1,11.6,14.5,13,8,1.5,2.9,10.3,12.6
342,Stanley Johnson,F,LALSASTOR,johnsst04,761,2020-21,2022-23,24-26,139,40,2569,271,606,175,324,96,282,123,168,85,318,403,236,111,38,122,273,0.447,0.54,0.34,0.732,0.56,0.526,3.5,110,114,1.3,2.3,0.066,-2.8,0.5,-2.3,-0.2,10.4,3.5,13.8,8.5,12.3,2.1,1.4,15.2,13.3
343,Tari Eason,F,HOU,easonta01,760,2022-23,2022-23,21,82,5,1767,296,660,237,488,59,172,109,145,195,301,496,88,96,47,101,189,0.448,0.486,0.343,0.752,0.525,0.493,2.6,110,115,0.9,1.7,0.07,-1.3,-0.4,-1.7,0.1,15.2,12,18.9,15.4,7.4,2.6,2.6,12.2,19.3
344,James Johnson,F,BRKDALINDNOP,johnsja01,759,2020-21,2022-23,33-35,131,23,2396,312,683,255,463,57,220,78,139,87,335,422,243,79,82,111,314,0.457,0.551,0.259,0.561,0.51,0.499,2.9,105,112,0.4,2.5,0.059,-2.9,1,-1.9,0.1,10.6,4,15.1,9.6,13.7,1.6,3.1,13,15.3
345,Juan Toscano-Anderson,F,GSWLALUTA,toscaju01,754,2020-21,2022-23,27-29,178,31,2801,300,587,227,365,73,222,81,125,85,449,534,342,105,53,163,306,0.511,0.622,0.329,0.648,0.587,0.573,5.6,111,110,1.6,4,0.095,-2.9,1.9,-0.9,0.8,10.7,3.3,16.9,10.3,16.3,1.8,1.7,20.2,12.3
346,Tristan Thompson,F-C,BOSCHIINDSAC,thomptr01,753,2020-21,2021-22,29-30,111,49,2184,310,593,309,587,1,6,132,236,289,438,727,101,47,54,107,217,0.523,0.526,0.167,0.559,0.54,0.524,4.5,114,113,2.3,2.1,0.099,-1.5,-1.2,-2.7,-0.4,14.5,14.6,22.4,18.5,6.5,1,2.2,13.3,15.9
347,Isaiah Jackson,C-F,IND,jacksis01,752,2021-22,2022-23,20-21,99,27,1583,295,524,288,494,7,30,155,234,173,258,431,61,56,145,91,246,0.563,0.583,0.233,0.662,0.6,0.57,4.1,117,112,2.2,2,0.125,-1.7,0.6,-1.1,0.4,18.5,12.1,18.2,15.1,5.6,1.7,7.9,12.7,19.2
348,Goga Bitadze,C,INDORL,bitadgo01,747,2020-21,2022-23,21-23,133,20,1747,283,571,234,386,49,185,132,197,200,264,464,131,46,128,85,265,0.496,0.606,0.265,0.67,0.568,0.539,4.7,118,112,2.8,1.9,0.129,-0.9,0.4,-0.6,0.6,17.2,12.6,16.8,14.7,10.7,1.3,6.3,11.4,18.1
349,Facundo Campazzo,G,DALDEN,campafa01,738,2020-21,2022-23,29-31,138,23,2661,230,624,93,204,137,420,141,171,45,208,253,461,148,37,143,259,0.369,0.456,0.326,0.825,0.528,0.478,5.1,112,112,2.1,3,0.092,-2,1.3,-0.7,0.9,11.3,1.9,8.7,5.4,22,2.7,1.3,17,13.9
350,Bol Bol,F-C,DENORL,bolbo01,736,2020-21,2022-23,21-23,116,35,1746,301,563,261,422,40,141,94,128,73,376,449,81,34,97,129,110,0.535,0.618,0.284,0.734,0.594,0.57,2.4,105,111,-0.1,2.5,0.065,-1.9,0.7,-1.2,0.3,13.9,4.7,24.3,14.5,6.9,0.9,5.4,17.2,18.5
351,Dewayne Dedmon,C,MIAPHI,dedmode01,734,2020-21,2022-23,31-33,121,16,1701,287,506,255,415,32,91,128,176,167,439,606,85,42,67,108,285,0.567,0.614,0.352,0.727,0.629,0.599,5.6,118,106,2.5,3.1,0.159,-1.8,1,-0.8,0.5,16.8,11.3,29.3,20.4,7.7,1.2,4.1,15.6,18.1
352,D.J. Augustin,G,HOULALMIL,augusdj01,732,2020-21,2021-22,33-34,112,14,2012,229,565,78,184,151,381,123,137,31,131,162,295,45,2,121,95,0.405,0.424,0.396,0.898,0.585,0.539,2.9,115,118,2.2,0.6,0.068,-0.9,-1.9,-2.8,-0.4,11.1,1.6,7,4.3,19.8,1.1,0.1,16.2,15.7
353,Wayne Ellington,G,DETLAL,ellinwa01,729,2020-21,2021-22,33-34,89,40,1822,247,575,49,89,198,486,37,46,22,140,162,97,41,14,52,101,0.43,0.551,0.407,0.804,0.612,0.602,2.9,116,117,1.9,1,0.077,0.3,-1,-0.7,0.6,11.2,1.3,8.5,4.9,7.9,1.1,0.7,8,15.4
354,Jock Landale,C,PHOSAS,landajo01,721,2021-22,2022-23,26-27,123,5,1568,279,541,229,368,50,173,113,146,182,236,418,113,26,44,90,179,0.516,0.622,0.289,0.774,0.596,0.562,4.2,119,114,2.5,1.6,0.128,-0.2,-0.7,-0.8,0.5,16.3,12.4,16.7,14.5,10.2,0.8,2.5,12.9,18.8
355,Duane Washington Jr.,G,INDPHO,washidu02,717,2021-22,2022-23,21-22,79,10,1362,267,683,146,357,121,326,62,85,6,113,119,148,32,7,91,89,0.391,0.409,0.371,0.729,0.498,0.48,-0.6,98,119,-1.1,0.5,-0.02,-1.9,-2.8,-4.7,-0.9,10,0.5,9.4,4.9,16.5,1.2,0.5,11.2,25.5
